instance,period,timestamp,instance_name,rules,user_count,note
hachyderm.io,jan-feb2023,20230202001300,Hachyderm.io,"[{""id"": ""1"", ""text"": ""Don't be a dick.""}, {""id"": ""2"", ""text"": ""No hacking.""}, {""id"": ""3"", ""text"": ""No violence.""}, {""id"": ""4"", ""text"": ""No fascism. ""}, {""id"": ""5"", ""text"": ""No colonialism.""}, {""id"": ""6"", ""text"": ""No white supremacy.""}, {""id"": ""7"", ""text"": ""No religious extremism. ""}, {""id"": ""9"", ""text"": ""No nationalism.""}, {""id"": ""11"", ""text"": ""No racism.""}, {""id"": ""12"", ""text"": ""No homophobia.""}, {""id"": ""13"", ""text"": ""No transphobia.""}, {""id"": ""14"", ""text"": ""Safe Space: LGTBQIA+""}, {""id"": ""15"", ""text"": ""Safe Space: neurodivergent (ADHD, Autism, etc.) ""}]",43877,cdx-window
social.hyuki.net,jan-feb2023,20221123234003,結城浩のマストドン,"[{""id"": ""3"", ""text"": ""いつも喜び、たえず祈り、すべてに感謝しましょう。""}]",2,available-blue-dot
mstdn.plus,jan-feb2023,20250423220745,MSTDN+,"[{""id"": ""1"", ""text"": ""Nudity and sexually explicit content is prohibited for accounts registered on this instance"", ""hint"": ""You can register on mstdn.party instead, which is administered by the same staff team.""}, {""id"": ""2"", ""text"": ""Violent media must be marked as sensitive when posting"", ""hint"": """"}, {""id"": ""4"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism"", ""hint"": ""This rule is written as it is on mastodon.social as well as many other generalist instances. The omission of any specific term is not intentional, and bad faith attempts to challenge the exact terminology are considered to be in violation of the rule.""}, {""id"": ""5"", ""text"": ""No incitement of violence or promotion of violent ideologies"", ""hint"": """"}, {""id"": ""6"", ""text"": ""No harassment, dogpiling or doxxing of other users"", ""hint"": """"}, {""id"": ""7"", ""text"": ""No content illegal in the United States, Germany, or Finland"", ""hint"": """"}, {""id"": ""9"", ""text"": ""Do not share intentionally false or misleading information"", ""hint"": """"}, {""id"": ""10"", ""text"": ""Bots must be marked as bots in their profile preferences, and automated posts should be unlisted."", ""hint"": ""Any accounts that produce automated posts and do not plan to manually respond to replies are considered \""bots\"" here. This rule applies to all bots, other than local accounts that provide content of general public interest AND post at an average frequency of at most once per hour with reasonable spacing. Other exceptions may be granted on a case-by-case basis.""}, {""id"": ""12"", ""text"": ""You must select the appropriate language for each post."", ""hint"": ""See https://fedi.tips/setting-your-language-preferences-on-mastodon-and-filtering-out-posts-in-other-languages/. This is necessary for the proper functioning of the timeline language filter. If a post is in multiple languages, choose one that represents a significant part of the post.""}, {""id"": ""14"", ""text"": ""Do not spam or abuse network features."", ""hint"": """"}, {""id"": ""15"", ""text"": ""Please read https://mpp.bus-hit.me for moderation information and best practices."", ""hint"": """"}]",12315,available-blue-dot
xoxo.zone,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
mastodon.uno,jan-feb2023,20230505101227,Mastodon.Uno Social - Italia,"[{""id"": ""1"", ""text"": ""No al trolling, shitposting, bodyshaming e bullismo\r\n""}, {""id"": ""2"", ""text"": ""No alla diffusione intenzionale di notizie false, fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici.""}, {""id"": ""3"", ""text"": ""No a comportamenti molesti e tossici, dogpiling o doxxing.""}, {""id"": ""4"", ""text"": ""No al razzismo, sessismo, misoginia, omofobia, bifobia, lesbofobia, transfobia, afobia""}, {""id"": ""7"", ""text"": ""No contenuti VM18""}, {""id"": ""11"", ""text"": ""No al proselitismo e all'intolleranza religiosa""}, {""id"": ""13"", ""text"": ""No apologia del fascismo - nazismo""}, {""id"": ""14"", ""text"": ""No allo Spam, al Flood e ai Bot""}]",67183,available-blue-dot
famichiki.jp,jan-feb2023,20230614184220,Famichiki,"[{""id"": ""1"", ""text"": ""We unconditionally do not tolerate oppressive behaviour against anyone, regardless of race, colour, sex, sexual orientation, gender, language, religion, or other status. ""}, {""id"": ""2"", ""text"": ""NSFW content is OK. But be sure to use Content Warnings when posting such content.""}, {""id"": ""3"", ""text"": ""No excessive advertising. It's OK to promote what you're working on. Share cool stores you found and companies you work for or with. Do not shill MLM/NFT/Crypto.""}, {""id"": ""4"", ""text"": ""Be mindful with the amount of media that you upload. This is a community ran Mastodon, not Flickr. There's no hard limits, please use common sense.""}, {""id"": ""5"", ""text"": ""Bots are allowed, if they serve the community\r\n\r\nAllowed bots shouldn't flood the timeline with repetitive content. Lock your account or use https://botsin.space/ for high-frequency bots. Contact admins for help.""}, {""id"": ""6"", ""text"": ""No sexually suggestive avatars and header graphics are permitted. This includes, but is not limited to, anime-type graphics, photos, illustrations, and others.""}]",637,available-blue-dot
hackaday.social,jan-feb2023,20240328080125,hackaday.social,"[{""id"": ""1"", ""text"": ""Respect Others. Harassment of other users in any form will not be tolerated.""}, {""id"": ""2"", ""text"": ""Stay Work Safe. Sexual language and imagery is not appropriate for this server, and excessive foul language will get you muted or kicked.""}, {""id"": ""3"", ""text"": ""No Illegal Activity. We aren’t those kinds of hackers, so keep discussion on-topic.\r\n""}, {""id"": ""4"", ""text"": ""No Spam. Repeatedly posting the same messages and images is disruptive and annoying.""}, {""id"": ""5"", ""text"": ""No Ads. Personal projects are OK, but links to commercial products or paid services may be deleted.""}]",47,available-blue-dot
ostatus.taiyolab.com,jan-feb2023,20221122034930,taiyolab.com,"[{""id"": ""1"", ""text"": ""藤井太洋の管理するアカウントだけが登録できます""}]",2,available-blue-dot
disobey.net,jan-feb2023,20230319070519,disobey.net,"[{""id"": ""1"", ""text"": ""Don't be a jerk. Hate speech, discrimination, and harassment of any kind are not tolerated here.\r\n\r\n""}, {""id"": ""2"", ""text"": ""If you post adult content, please mark it as sensitive so that your followers can choose when to see it.""}, {""id"": ""3"", ""text"": ""No spam.""}, {""id"": ""4"", ""text"": ""Do not post anything which would violate the law in either your home jurisdiction, under United States law, or Washington State law.""}]",9,available-blue-dot
scicomm.xyz,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
historians.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
ohai.social,jan-feb2023,20250718143003,ohai.social,"[{""id"": ""1"", ""text"": ""We do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups."", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""We do not tolerate threatening behavior, stalking, doxxing, or harassment (including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted)."", ""hint"": """", ""translations"": {}}, {""id"": ""11"", ""text"": ""We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism."", ""hint"": """", ""translations"": {}}, {""id"": ""12"", ""text"": ""We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior."", ""hint"": """", ""translations"": {}}, {""id"": ""15"", ""text"": ""All explicit (NSFW) content must be marked as sensitive and have a content warning. Explicit content must not be used in user avatars or header images."", ""hint"": """", ""translations"": {}}, {""id"": ""16"", ""text"": ""Content that is illegal in Germany will be deleted and may lead to immediate account suspension."", ""hint"": """", ""translations"": {}}]",40179,available-blue-dot
vis.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
kind.social,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
social.lol,jan-feb2023,20240111211838,social.lol,"[{""id"": ""4"", ""text"": ""Don’t spread hate or negativity, especially based on people’s fundamental differences such as gender identity, sexual orientation, race, ethnicity, age, ability, and social class.""}, {""id"": ""5"", ""text"": ""Don’t harass, troll, seek to offend, shitpost, or otherwise bother anyone.""}, {""id"": ""6"", ""text"": ""Don’t lie, and don’t spread others’ lies or misinformation.""}, {""id"": ""7"", ""text"": ""Don’t run bots or anything that automates interactions with people.""}]",1912,available-blue-dot
sajin.life,jan-feb2023,20250713024203,사진.인생,"[{""id"": ""1"", ""text"": ""타인을 모욕, 괴롭힘, 사칭 명예 훼손등의 목적으로 계정을 생성하거나 컨텐츠를 업로드 하지 마세요.""}, {""id"": ""2"", ""text"": ""다른 사람이 불쾌감을 느낄 수 있는 컨텐츠는 NSFW 표시로 가려주세요.""}, {""id"": ""3"", ""text"": ""인종, 성정체성, 장애, 지역 및 국적등을 이유로 다른 사람을 차별하는 행위를 금지합니다.""}, {""id"": ""4"", ""text"": ""과도한 욕설 혹은 높은 수위의 게시글은 NSFW를 적용하고 공개 범위를 변경해주세요.""}, {""id"": ""5"", ""text"": ""타인의 명시적인 동의 없이 개인 정보를 게시하거나 공유하지 마세요.""}, {""id"": ""6"", ""text"": ""스팸 행위 및 이를 위한 계정 생성을 금지합니다.""}, {""id"": ""7"", ""text"": ""위의 규칙들을 악용하여 서버 이용을 방해하는 행위를 금지합니다.""}]",265,available-blue-dot
layer8.space,jan-feb2023,,,null,,no valid snapshot Jan-Feb 2023
mastodon.nz,jan-feb2023,20230130105222,Mastodon NZ,"[{""id"": ""16"", ""text"": ""In order to register here, you must be at least 13 years of age.""}, {""id"": ""17"", ""text"": ""You MUST describe your link to NZ as part of your reason for wanting to join on the next page. Applications without this will be declined. You must be a kiwi or honorary kiwi, at home or abroad, to join Mastodon.nz.""}, {""id"": ""18"", ""text"": ""You may only have one account on Mastodon.nz.""}, {""id"": ""19"", ""text"": ""Personal accounts only. We do not allow bots, commercial, business, organisation or purely promotional accounts.""}, {""id"": ""20"", ""text"": ""Automated cross-posting from other services such as twitter is considered to be a bot and is not allowed. If you have a blog or something and you want feed that through, this is generally fine.""}, {""id"": ""21"", ""text"": ""No spamming. The occasional mention of your shop, fundraiser etc. is fine. It's hard to give a defined daily limit of what constitutes spam. Personal or professional (i.e. Mutual Aid/Kickstarters) fundraisers must be clearly tagged as such.""}, {""id"": ""22"", ""text"": ""Content Warnings are mandatory on posts containing gore, violence, and “hot button” political or news takes, including accompanying images and links.""}, {""id"": ""23"", ""text"": ""No impersonation of others. We may consider obvious parody accounts, but they must be agreed with @theadmin in advance.""}, {""id"": ""24"", ""text"": ""No hate speech, racism, sexism, ableism, homophobia or transphobia.""}, {""id"": ""25"", ""text"": ""No illegal content, gore or violence for the sake of it, incitement of violence or promotion of violent ideologies or conspiracy theories.""}, {""id"": ""26"", ""text"": ""No NSFW content. A bit of casual swearing is fine, but don't be derogatory or aggressive to other users (see rule 12).""}, {""id"": ""27"", ""text"": ""Be kind. No abuse or harassment will be tolerated. ""}, {""id"": ""28"", ""text"": ""No doxxing other users.""}, {""id"": ""29"", ""text"": ""Content hosted on Mastodon.nz or produced by its users may not be reused outside of the fediverse without the express permission of the author(s).""}, {""id"": ""30"", ""text"": ""Mastodon.NZ complies with copyright laws. We expect you to as well. Your content must be your own or acceptable use.""}, {""id"": ""32"", ""text"": ""Image descriptions: It is expected that users will add image descriptions to their uploads for\r\nour visually impaired users. Unless there is a reason you can not, you must do so.""}, {""id"": ""33"", ""text"": ""Expanded rule list with examples can be found @ https://mastodon.nz/rules.pdf""}]",8826,cdx-window
yiff.life,jan-feb2023,20230417220745,Yiff.Life - It's not what you think...,"[{""id"": ""2"", ""text"": ""You must be 18+ to join.""}, {""id"": ""3"", ""text"": ""Don't be an asshole.""}, {""id"": ""4"", ""text"": ""All \""not safe for work content\""/\""NSFW\""/nudity/explicit content must be tagged and hidden in public toots.""}, {""id"": ""5"", ""text"": ""Posting illegal content will result in an immediate ban. The definition of \""illegal content\"" is based on US laws.""}, {""id"": ""6"", ""text"": ""No suggestive/NSFW content depicting minors or \""cub\"" art.""}, {""id"": ""7"", ""text"": ""No slurs, transphobia, hate material or discrimination of any kind will be tolerated on this instance.""}, {""id"": ""8"", ""text"": ""Any instances primarily hosting or refusing to moderate any of the above content (section 6) will be blocked from federating.""}, {""id"": ""9"", ""text"": ""These rules are subject to being amended and updated at any time, without notice.""}, {""id"": ""10"", ""text"": ""Please review our <a href=\""https://yiff.life/terms#extendedcoc\"">Extended Code of Conduct</a> and <a href=\""https://yiff.life/terms#termsofservice\"">Terms of Service</a> for more information.""}]",3404,available-blue-dot
mastodon.radio,jan-feb2023,20230707145559,Mastodon.Radio,"[{""id"": ""2"", ""text"": ""We suggest using your radio callsign as your username. If you don't have one yet, plan to change it soon, want to avoid doxing, or just enjoy listening, that's ok too.""}, {""id"": ""4"", ""text"": ""Please be respectful of others. Their age, gender, sexual orientation, gender identity, background, preference for transistors over vales, etc. are all _NOT_ reasons to be a twit""}, {""id"": ""5"", ""text"": ""Anyone is welcome to report inappropriate behaviour, they will be listened to, and action will be taken. This will be anything from a warning, to banning. Moderation decisions will be made using the Paradox of Tolerance.""}, {""id"": ""6"", ""text"": ""Expect anything you post on mastodon.radio to be public, including direct messages, that way you can never be surprised or embarrassed""}, {""id"": ""7"", ""text"": ""Any images or videos uploaded to mastodon.radio _MUST_ have an appropriate textual description. If you need help with this, please ask!""}, {""id"": ""8"", ""text"": ""Your right to free speech does not supersede my right to call you out and kick you out for being a dick""}, {""id"": ""10"", ""text"": ""No spam, no commercial advertising (occasional personal listings are OK), no sexually explicit or violent media (yes that includes pictures of your gun), no threats of violence.""}, {""id"": ""11"", ""text"": ""No illegal content - this server is hosted in UK""}, {""id"": ""12"", ""text"": ""When apply for an account, if you've actually read these rules, please end your \""Why do you want to join?\"" with the phrase \""hippo cornflakes\""""}]",2625,available-blue-dot
social.growyourown.services,jan-feb2023,20230201135036,social.growyourown.services,"[{""id"": ""1"", ""text"": ""No racist, sexist, anti-LGBTQIA, ableist or other bigoted content""}, {""id"": ""2"", ""text"": ""No illegal content or links to illegal content""}, {""id"": ""3"", ""text"": ""No harassment, no bullying, no intimidation""}, {""id"": ""4"", ""text"": ""No incitement to violence or threats of violence""}, {""id"": ""5"", ""text"": ""No spam, advertising, sexually explicit or violent contents""}]",4,cdx-window
bequeme-couch.de,jan-feb2023,20250716051433,Bequeme Couch,"[{""id"": ""12"", ""text"": ""Don’t post anything illegal."", ""hint"": """"}, {""id"": ""15"", ""text"": ""No harassment, stalking, mobbing, deadnaming, misgendering, or contacting users who have made it clear they do not wish to be contacted."", ""hint"": """"}, {""id"": ""16"", ""text"": ""No right or alt-right bullshit, Nazi content, conspiracy narratives."", ""hint"": """"}, {""id"": ""18"", ""text"": ""No spam."", ""hint"": """"}, {""id"": ""19"", ""text"": ""Don’t post anything that you wouldn’t say on Max's real couch.\r\n"", ""hint"": """"}]",8,available-blue-dot
definitely.social,jan-feb2023,20250713014605,Definitely Hometown,"[{""id"": ""3"", ""text"": ""Don't be a dick.""}, {""id"": ""4"", ""text"": ""No violence or threats of violence.""}, {""id"": ""5"", ""text"": ""No white supremacy.""}, {""id"": ""6"", ""text"": ""No racism.""}, {""id"": ""7"", ""text"": ""No homophobia.""}, {""id"": ""8"", ""text"": ""No transphobia.""}, {""id"": ""9"", ""text"": ""No fascism.""}, {""id"": ""10"", ""text"": ""No spam.""}]",18,available-blue-dot
nitecrew.rip,jan-feb2023,20221115235524,n i t e c r e w,"[{""id"": ""2"", ""text"": ""Don't be a shithead""}, {""id"": ""4"", ""text"": ""CW required on truly disturbing content. Things like nudity/sexual content, gore/blood, and imagery or discussions that could get someone in trouble if opened in mixed company. EC and food are optional. ""}, {""id"": ""5"", ""text"": ""Don't touch the poop. It'll eventually touch back.""}, {""id"": ""6"", ""text"": ""No shoes. Take 'em off at the door, don't track your filth onto my clean floors.""}, {""id"": ""7"", ""text"": ""Don't fix your typos. Full sends only.""}, {""id"": ""8"", ""text"": ""Give Skelly your bones. EXCEPT squirrel bones.""}, {""id"": ""9"", ""text"": ""NO AHEGAO. not allowed.""}, {""id"": ""11"", ""text"": ""You cannot be racist against white people. It doesn't work that way.""}, {""id"": ""12"", ""text"": ""UH OH COMMUNISM""}]",24,available-blue-dot
eightpoint.app,jan-feb2023,20221213211800,eightpoint,"[{""id"": ""1"", ""text"": ""No alt-right ideologies or sympathizing for said ideologies.\r\n""}, {""id"": ""2"", ""text"": ""No promotion of authoritarianism.""}, {""id"": ""10"", ""text"": ""No šāru lemna/lashon hara\r\n\r\nAbout:\r\n https://cohost.org/shel/post/29079-lashon-hara-direct\r\n\r\nWhen It’s Permissible:\r\nhttps://torah.org/learning/halashon-chapter10/""}, {""id"": ""11"", ""text"": ""Spoiler and warn NSFW images. ""}, {""id"": ""12"", ""text"": ""Just dont be an asshole.""}, {""id"": ""13"", ""text"": ""Porn and smut are definitely allowed here. Go nuts. Post nuts. ""}, {""id"": ""14"", ""text"": ""18 and older only please if you are found to be breaking this rule you will be removed""}, {""id"": ""15"", ""text"": ""No bigoted behavior of any kind is tolerated.""}, {""id"": ""16"", ""text"": ""No illegal content, yes this includes lolicon. ""}]",681,available-blue-dot
