instance,rules_preelon,rules_postelon2023,rules_postelon2024,changed_preelon_postelon2023,changed_postelon2023_postelon2024
sakurajima.moe,"[{""id"": ""2"", ""text"": ""You may not harass/bully people, incite violence, and/or post hate speech (e.g. racism, homophobia, transphobia, ableism, etc). This includes other abusive behavior such as cyberbullying, brigading/dogpiling, doxxing, trolling, swatting, sending death threats, abusing #fediblock tag,  etc.""}, {""id"": ""3"", ""text"": ""Do not post misinformation (Anti-Vaxx, Covid-19 misinformation, 5G conspiracy theories) or anything to extremist movements (National Socialism, Alt-Right, Ultra-MAGA, etc)""}, {""id"": ""4"", ""text"": ""Do not post images associated with hate movements, extremist ideologies or groups (Confederate States, Alt-Right, etc.).""}, {""id"": ""5"", ""text"": ""NSFW content must be tagged (content warning applied). No posting of underaged sexual-explicit content (real life and lolicon/shotacon) is allowed. This rule is handled differently for servers on the exception list, see about page.""}, {""id"": ""6"", ""text"": ""Properly credit artwork that you didn’t create. Use #AIArt for any artwork that is generated from AI so users can properly filter it.""}, {""id"": ""7"", ""text"": ""Do not post SPAM, links to scam sites, pirated materials, phishing sites, or websites that break federal laws. Self promotion is OK, as long the links are safe and does not break the above rules.""}, {""id"": ""8"", ""text"": ""By using this service, you are expected to follow the laws of the United States of America. Refrain from posting anything that may break federal laws.\r\n""}, {""id"": ""9"", ""text"": ""No mini-modding is allowed. If you see any post break the rules, report the post instead.""}, {""id"": ""11"", ""text"": ""Sensitive content (e.g. violence, blood/gore, NSFW) and other potentially upsetting or triggering topics should be put behind a content warning. It is recommended to put any spoilers, food, eye contact, and political content behind a content warning, but not necessarily required.""}]",,"[{""id"": ""2"", ""text"": ""You may not harass/bully people, incite violence, and/or post hate speech (e.g. racism, homophobia, transphobia, ableism, etc). This includes other abusive behavior such as cyberbullying, brigading/dogpiling, doxxing, trolling, swatting, sending death threats, abusing #fediblock tag,  etc.""}, {""id"": ""3"", ""text"": ""Do not post misinformation (Anti-Vaxx, Covid-19 misinformation, 5G conspiracy theories) or anything to extremist movements (National Socialism, Alt-Right, Ultra-MAGA,  voicing support for fascist/totalitarian regimes, etc)""}, {""id"": ""4"", ""text"": ""Do not post images associated with hate movements, extremist ideologies or groups (Confederate States, Alt-Right, etc.).""}, {""id"": ""5"", ""text"": ""NSFW content must be tagged approprately with content warning applied or marked as sensitive. No posting of underaged sexual-explicit content (real life/CSAM/CSEM and lolicon/shotacon) is allowed. This rule is handled differently for servers on the exception list, see about page.""}, {""id"": ""6"", ""text"": ""Properly credit artwork that you didn’t create. Use #AIArt for any artwork that is generated from AI so users can properly filter it.""}, {""id"": ""7"", ""text"": ""Do not post SPAM, links to scam sites, pirated materials, phishing sites, or websites that break federal laws. Self promotion is OK, as long the links are safe and does not break the above rules.""}, {""id"": ""8"", ""text"": ""By using this service, you are expected to follow the laws of the United States of America. Refrain from posting anything that may break federal laws.\r\n""}, {""id"": ""9"", ""text"": ""No mini-modding. If you see any post break the rules, report the post instead.""}, {""id"": ""11"", ""text"": ""Sensitive content (e.g. violence, blood/gore, NSFW, self harm, eating disorders) should be put behind a content warning or mark sensitive. Demanding and/or berating users for not using CW, except from a moderator is not allowed.""}, {""id"": ""13"", ""text"": ""Creator accounts that consist of more than one member or small businesses must be Japanese media/culture related. This restriction doesn’t apply to individuals.""}, {""id"": ""14"", ""text"": ""You may operate bots, but they must follow our rules and must be Japanese Media related. No more than 4 public posts in an hour or 16 unlisted posts in an hour. No repetitive posts, unless unlisted.""}]",True,True
sigmoid.social,"[{""id"": ""1"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or discrimination in general""}, {""id"": ""2"", ""text"": ""No sexually explicit or violent media ""}, {""id"": ""3"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""4"", ""text"": ""Do not share intentionally false or misleading information""}, {""id"": ""5"", ""text"": ""Follow the Code of Conduct""}]",,"[{""id"": ""1"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or discrimination in general""}, {""id"": ""2"", ""text"": ""No sexually explicit or violent media ""}, {""id"": ""3"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""4"", ""text"": ""Do not share intentionally false or misleading information""}, {""id"": ""5"", ""text"": ""Follow the Code of Conduct""}]",True,True
pixelfed.social,"[{""id"": ""1"", ""text"": ""Sexually explicit or violent media must be marked as sensitive when posting""}, {""id"": ""2"", ""text"": ""No racism, sexism, homophobia, transphobia, xenophobia, or casteism""}, {""id"": ""3"", ""text"": ""No incitement of violence or promotion of violent ideologies""}, {""id"": ""4"", ""text"": ""No harassment, dogpiling or doxxing of other users""}, {""id"": ""5"", ""text"": ""No content illegal in United States""}]",,,True,True
hcommons.social,"[{""id"": ""6"", ""text"": ""No racism, sexism / misogyny, ableism, anti-semitism / religious-based hate, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""7"", ""text"": ""No incitement of violence or promotion of violent, white supremecist, incel, Holocaust denial or Nazi ideologies.""}, {""id"": ""8"", ""text"": ""No harassment, dogpiling, or doxxing of other users.""}, {""id"": ""9"", ""text"": ""Sexually explicit or violent media must be marked as sensitive. Pornographic material may not be posted.""}, {""id"": ""10"", ""text"": ""No intentionally false or misleading information (this includes COVID-19 and vaccine misinformation).""}, {""id"": ""11"", ""text"": ""No spam.""}]","[{""id"": ""6"", ""text"": ""No racism, sexism / misogyny, ableism, anti-semitism / religious-based hate, homophobia, transphobia, xenophobia, or casteism.""}, {""id"": ""7"", ""text"": ""No incitement of violence or promotion of violent, white supremecist, incel, Holocaust denial or Nazi ideologies.""}, {""id"": ""8"", ""text"": ""No harassment, dogpiling, or doxxing of other users.""}, {""id"": ""9"", ""text"": ""Sexually explicit or violent media must be marked as sensitive. Pornographic material may not be posted.""}, {""id"": ""10"", ""text"": ""No intentionally false or misleading information (this includes COVID-19 and vaccine misinformation).""}, {""id"": ""11"", ""text"": ""No spam.""}]",,False,True
corteximplant.com,"[{""id"": ""22"", ""text"": ""We do not tolerate discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups."", ""hint"": """"}, {""id"": ""23"", ""text"": ""We do not tolerate threatening behaviour, stalking, and doxxing."", ""hint"": """"}, {""id"": ""24"", ""text"": ""We do not tolerate harassment, including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted."", ""hint"": """"}, {""id"": ""25"", ""text"": ""We do not tolerate mobbing, including name-calling, intentional misgendering or deadnaming.\r\nWe do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism."", ""hint"": """"}, {""id"": ""26"", ""text"": ""We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior."", ""hint"": """"}, {""id"": ""27"", ""text"": ""Actions intended to damage this instance or its performance may lead to immediate account suspension."", ""hint"": """"}, {""id"": ""28"", ""text"": ""Content that is illegal in Germany will be deleted and may lead to immediate account suspension."", ""hint"": """"}, {""id"": ""29"", ""text"": ""We do not tolerate spam, fraud, or theft in our community. This includes excessive cross-posts, links, and posts related to crypto/NFT projects and AI art (AI art can be posted under certain conditions: the post must be published as \""unlisted,\"" labeled as AI Art, and should not be profit-oriented)."", ""hint"": """"}, {""id"": ""31"", ""text"": ""⚠️ We kindly ask you to attentively read the information under \""Registration\"" on our About Page in order to join our community. \r\n\r\n🔗 https://corteximplant.com/about"", ""hint"": ""⚠️ Describe what type of cyberpunk you are and why you would like to join this community.\r\n""}]",,"[{""id"": ""22"", ""text"": ""We do not tolerate discriminatory behaviour and content promoting or advocating the oppression of members of marginalised groups."", ""hint"": """"}, {""id"": ""23"", ""text"": ""We do not tolerate threatening behaviour, stalking, and doxxing."", ""hint"": """"}, {""id"": ""24"", ""text"": ""We do not tolerate harassment, including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted."", ""hint"": """"}, {""id"": ""25"", ""text"": ""We do not tolerate mobbing, including name-calling, intentional misgendering or deadnaming.\r\nWe do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism."", ""hint"": """"}, {""id"": ""26"", ""text"": ""We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior."", ""hint"": """"}, {""id"": ""27"", ""text"": ""Actions intended to damage this instance or its performance may lead to immediate account suspension."", ""hint"": """"}, {""id"": ""28"", ""text"": ""Content that is illegal in Germany will be deleted and may lead to immediate account suspension."", ""hint"": """"}, {""id"": ""29"", ""text"": ""We do not tolerate spam, fraud, or theft in our community. This includes excessive cross-posts, links, and posts related to crypto/NFT projects and AI art (AI art can be posted under certain conditions: the post must be published as \""unlisted,\"" labeled as AI Art, and should not be profit-oriented)."", ""hint"": """"}, {""id"": ""31"", ""text"": ""⚠️ We kindly ask you to attentively read the information under \""Registration\"" on our About Page in order to join our community. \r\n\r\n🔗 https://corteximplant.com/about"", ""hint"": ""⚠️ Describe what type of cyberpunk you are and why you would like to join this community.\r\n""}]",True,True
m.cmx.im,"[{""id"": ""27"", ""text"": ""【用户交流】禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论""}, {""id"": ""28"", ""text"": ""【用户交流】禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容""}, {""id"": ""30"", ""text"": ""【用户交流】请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论""}, {""id"": ""31"", ""text"": ""【敏感内容】只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告""}, {""id"": ""32"", ""text"": ""【敏感内容】请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容""}, {""id"": ""33"", ""text"": ""【使用行为】禁止对其他用户实施任何人肉行为""}, {""id"": ""34"", ""text"": ""【使用行为】禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据""}, {""id"": ""35"", ""text"": ""【使用行为】机器人账户不得滥用服务器资源""}, {""id"": ""36"", ""text"": ""【使用行为】禁止冒用他人身份注册账号或发布冒用他人身份的嘟文""}, {""id"": ""37"", ""text"": ""【使用行为】禁止将本站服务用于正常交流以外的用途的滥用行为""}, {""id"": ""38"", ""text"": ""【使用行为】禁止散布计算机恶意程序""}, {""id"": ""39"", ""text"": ""【广告及推广】请不要推广虚假、诈骗、或违反本站服务条款的内容""}, {""id"": ""40"", ""text"": ""【广告及推广】请不要发布重复推广内容或重复刷屏""}, {""id"": ""41"", ""text"": ""【广告及推广】请不要发布与本站用户完全不相干的推广内容""}, {""id"": ""42"", ""text"": ""【知识产权】请不要发布盗版内容""}, {""id"": ""43"", ""text"": ""【知识产权】请不要在未经作者授权的情况下发布他人作品""}, {""id"": ""44"", ""text"": ""【新用户注册须知】\r\n1. 注册账户时请回答以下开放性问题，答案没有对错，请自由挥发作答；但若答非所问或漏项，注册将被拒绝：「请推荐一部你最喜欢的影视作品，并简要说明原因」 \r\n2. 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站，否则注册将被拒绝。\r\n3. 开设机器人账户需先与站长沟通。""}]",,"[{""id"": ""27"", ""text"": ""【用户交流】禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论""}, {""id"": ""28"", ""text"": ""【用户交流】禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容""}, {""id"": ""30"", ""text"": ""【用户交流】请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论""}, {""id"": ""31"", ""text"": ""【敏感内容】只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告""}, {""id"": ""32"", ""text"": ""【敏感内容】请不要发布违反伦理及社会共识的内容""}, {""id"": ""33"", ""text"": ""【使用行为】禁止对其他用户实施任何人肉行为""}, {""id"": ""34"", ""text"": ""【使用行为】禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据""}, {""id"": ""35"", ""text"": ""【使用行为】机器人账户不得滥用服务器资源""}, {""id"": ""36"", ""text"": ""【使用行为】禁止冒用他人身份注册账号或发布冒用他人身份的嘟文""}, {""id"": ""37"", ""text"": ""【使用行为】禁止将本站服务用于正常交流以外的用途的滥用行为""}, {""id"": ""38"", ""text"": ""【使用行为】禁止散布计算机恶意程序""}, {""id"": ""39"", ""text"": ""【广告及推广】请不要推广虚假、诈骗、或违反本站服务条款的内容""}, {""id"": ""40"", ""text"": ""【广告及推广】请不要发布重复推广内容或重复刷屏""}, {""id"": ""41"", ""text"": ""【广告及推广】请不要发布与本站用户完全不相干的推广内容""}, {""id"": ""42"", ""text"": ""【知识产权】请不要发布盗版内容""}, {""id"": ""43"", ""text"": ""【知识产权】请不要在未经作者授权的情况下发布他人作品""}, {""id"": ""45"", ""text"": ""【政治言论】请不要发布针对政体、政党、社团、国家的仇恨性言论。""}, {""id"": ""46"", ""text"": ""【政治言论】请不要鼓吹、鼓动极端思想。""}, {""id"": ""47"", ""text"": ""【政治言论】请不要对持不同政见，或者压根对该话题不感兴趣的用户发表侮辱性言论。""}, {""id"": ""48"", ""text"": ""【新用户注册须知】 1. 完整版实例规则请见 https://cmx-im.github.io/terms.html 2. 注册账户时请回答以下开放性问题，答案没有对错，请自由挥发作答；但若答非所问或漏项，注册将被拒绝：「请推荐一部你最喜欢的影视作品，并简要说明原因」 3. 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站，否则注册将被拒绝。 4. 开设机器人账户需先与站长沟通。""}, {""id"": ""49"", ""text"": ""我知悉违反任何服务器规则都可能导致删除个别嘟文，或隐藏/封禁整个账号，创建账号即表示我接受所有规则。""}]",True,True
social.hyuki.net,"[{""id"": ""3"", ""text"": ""いつも喜び、たえず祈り、すべてに感謝しましょう。""}]","[{""id"": ""3"", ""text"": ""いつも喜び、たえず祈り、すべてに感謝しましょう。""}]",,False,True
xoxo.zone,"[{""id"": ""3"", ""text"": ""No harassment. For a detailed definition, refer to the XOXO Code of Conduct at xoxofest.com/conduct."", ""hint"": """"}, {""id"": ""4"", ""text"": ""No hate speech, including but not limited to sexist, racist, homophobic, and transphobic posts."", ""hint"": """"}, {""id"": ""5"", ""text"": ""No illegal content or activity."", ""hint"": """"}, {""id"": ""6"", ""text"": ""Use content warnings for adult content, or posts that may be disturbing or triggering."", ""hint"": """"}, {""id"": ""7"", ""text"": ""No sharing personal information about others without their consent."", ""hint"": """"}, {""id"": ""8"", ""text"": ""No intentional sharing of false or misleading information."", ""hint"": """"}, {""id"": ""9"", ""text"": ""No spam. Self-promotion is welcome, sending mass unsolicited replies is not."", ""hint"": """"}]",,,True,True
famichiki.jp,"[{""id"": ""1"", ""text"": ""We unconditionally do not tolerate oppressive behaviour against anyone, regardless of race, colour, sex, sexual orientation, gender, language, religion, or other status. ""}, {""id"": ""2"", ""text"": ""NSFW content is OK. But be sure to use Content Warnings when posting such content.""}, {""id"": ""3"", ""text"": ""No excessive advertising. It's OK to promote what you're working on. Share cool stores you found and companies you work for or with. Do not shill MLM/NFT/Crypto.""}, {""id"": ""4"", ""text"": ""Be mindful with the amount of media that you upload. This is a community ran Mastodon, not Flickr. There's no hard limits, please use common sense.""}, {""id"": ""5"", ""text"": ""Bots are allowed, if they serve the community\r\n\r\nAllowed bots shouldn't flood the timeline with repetitive content. Lock your account or use https://botsin.space/ for high-frequency bots. Contact admins for help.""}, {""id"": ""6"", ""text"": ""No sexually suggestive avatars and header graphics are permitted. This includes, but is not limited to, anime-type graphics, photos, illustrations, and others.""}]","[{""id"": ""1"", ""text"": ""We unconditionally do not tolerate oppressive behaviour against anyone, regardless of race, colour, sex, sexual orientation, gender, language, religion, or other status. ""}, {""id"": ""2"", ""text"": ""NSFW content is OK. But be sure to use Content Warnings when posting such content.""}, {""id"": ""3"", ""text"": ""No excessive advertising. It's OK to promote what you're working on. Share cool stores you found and companies you work for or with. Do not shill MLM/NFT/Crypto.""}, {""id"": ""4"", ""text"": ""Be mindful with the amount of media that you upload. This is a community ran Mastodon, not Flickr. There's no hard limits, please use common sense.""}, {""id"": ""5"", ""text"": ""Bots are allowed, if they serve the community\r\n\r\nAllowed bots shouldn't flood the timeline with repetitive content. Lock your account or use https://botsin.space/ for high-frequency bots. Contact admins for help.""}, {""id"": ""6"", ""text"": ""No sexually suggestive avatars and header graphics are permitted. This includes, but is not limited to, anime-type graphics, photos, illustrations, and others.""}]",,False,True
hackaday.social,"[{""id"": ""1"", ""text"": ""Respect Others. Harassment of other users in any form will not be tolerated.""}, {""id"": ""2"", ""text"": ""Stay Work Safe. Sexual language and imagery is not appropriate for this server, and excessive foul language will get you muted or kicked.""}, {""id"": ""3"", ""text"": ""No Illegal Activity. We aren’t those kinds of hackers, so keep discussion on-topic.\r\n""}, {""id"": ""4"", ""text"": ""No Spam. Repeatedly posting the same messages and images is disruptive and annoying.""}, {""id"": ""5"", ""text"": ""No Ads. Personal projects are OK, but links to commercial products or paid services may be deleted.""}]","[{""id"": ""1"", ""text"": ""Respect Others. Harassment of other users in any form will not be tolerated.""}, {""id"": ""2"", ""text"": ""Stay Work Safe. Sexual language and imagery is not appropriate for this server, and excessive foul language will get you muted or kicked.""}, {""id"": ""3"", ""text"": ""No Illegal Activity. We aren’t those kinds of hackers, so keep discussion on-topic.\r\n""}, {""id"": ""4"", ""text"": ""No Spam. Repeatedly posting the same messages and images is disruptive and annoying.""}, {""id"": ""5"", ""text"": ""No Ads. Personal projects are OK, but links to commercial products or paid services may be deleted.""}]",,False,True
ostatus.taiyolab.com,"[{""id"": ""1"", ""text"": ""藤井太洋の管理するアカウントだけが登録できます""}]","[{""id"": ""1"", ""text"": ""藤井太洋の管理するアカウントだけが登録できます""}]",,False,True
disobey.net,"[{""id"": ""1"", ""text"": ""Don't be a jerk. Hate speech, discrimination, and harassment of any kind are not tolerated here.\r\n\r\n""}, {""id"": ""2"", ""text"": ""If you post adult content, please mark it as sensitive so that your followers can choose when to see it.""}, {""id"": ""3"", ""text"": ""No spam.""}, {""id"": ""4"", ""text"": ""Do not post anything which would violate the law in either your home jurisdiction, under United States law, or Washington State law.""}]","[{""id"": ""1"", ""text"": ""Don't be a jerk. Hate speech, discrimination, and harassment of any kind are not tolerated here.\r\n\r\n""}, {""id"": ""2"", ""text"": ""If you post adult content, please mark it as sensitive so that your followers can choose when to see it.""}, {""id"": ""3"", ""text"": ""No spam.""}, {""id"": ""4"", ""text"": ""Do not post anything which would violate the law in either your home jurisdiction, under United States law, or Washington State law.""}]",,False,True
scicomm.xyz,"[{""id"": ""1"", ""text"": ""Be civil, polite, and respectful in your posts and replies.""}, {""id"": ""3"", ""text"": ""Use the Content Warning (CW) feature for your posts. If you are not sure, do it anyway: treat it like a 'Subject' header for your message.""}, {""id"": ""7"", ""text"": ""Include an image description to all images. The description should describe the image.""}, {""id"": ""5"", ""text"": ""No language or imagery which is: spam or advertising, harassing, pornographic, violent, xenophobic, nationalistic, racist, sexist, homophobic, transphobic, ableist, or otherwise discriminatory.""}, {""id"": ""6"", ""text"": ""Please do not use bots. This instance is for humans only. There are many other instances that will let you develop and run bots.""}, {""id"": ""4"", ""text"": ""Avoid cross-posters wherever possible. If you do use a cross-poster then be sure to maintain regular healthy engagement with your account here directly.""}, {""id"": ""2"", ""text"": ""Read the full list of rules and acceptable behaviour and content standards. These are below. If you have any questions or spot any inconsistencies, please raise the issue with a moderator.\r\n""}, {""id"": ""8"", ""text"": ""Please do not use URL shortening services. Always include the full URL in your posts, copied from the address bar of your browser. All links count as 23 characters in your post regardless of their length, long or short.""}]",,"[{""id"": ""1"", ""text"": ""Be civil, polite, and respectful in your posts and replies.""}, {""id"": ""3"", ""text"": ""Use the Content Warning (CW) feature for your posts. If you are not sure, do it anyway: treat it like a 'Subject' header for your message.""}, {""id"": ""7"", ""text"": ""Include an image description to all images. The description should describe the image.""}, {""id"": ""5"", ""text"": ""No language or imagery which is: spam or advertising, harassing, pornographic, violent, xenophobic, nationalistic, racist, sexist, homophobic, transphobic, ableist, or otherwise discriminatory.""}, {""id"": ""6"", ""text"": ""Please do not use bots. This instance is for humans only. There are many other instances that will let you develop and run bots.""}, {""id"": ""4"", ""text"": ""Avoid cross-posters wherever possible. If you do use a cross-poster then be sure to maintain regular healthy engagement with your account here directly.""}, {""id"": ""2"", ""text"": ""Read the full list of rules and acceptable behaviour and content standards. These are below. If you have any questions or spot any inconsistencies, please raise the issue with a moderator.\r\n""}, {""id"": ""8"", ""text"": ""Please do not use URL shortening services. Always include the full URL in your posts, copied from the address bar of your browser. All links count as 23 characters in your post regardless of their length, long or short.""}]",True,True
historians.social,"[{""id"": ""1"", ""text"": ""Be respectful.""}, {""id"": ""2"", ""text"": ""No hate.""}, {""id"": ""3"", ""text"": ""No harassment.""}, {""id"": ""4"", ""text"": ""No content that is illegal in Germany and/or France, such as Holocaust denial or Nazi symbolism""}, {""id"": ""5"", ""text"": ""No disinformation.""}, {""id"": ""6"", ""text"": ""No fascism.""}, {""id"": ""7"", ""text"": ""No violence.""}, {""id"": ""8"", ""text"": ""No white supremacy.""}, {""id"": ""9"", ""text"": ""No Spam.""}, {""id"": ""10"", ""text"": ""No racism.""}, {""id"": ""11"", ""text"": ""No homophobia.""}, {""id"": ""12"", ""text"": ""No transphobia.""}, {""id"": ""13"", ""text"": ""No conspiracy theories unless in historical context.""}, {""id"": ""14"", ""text"": ""Safe Space: LGTBQIA+""}, {""id"": ""15"", ""text"": ""Safe Space: neurodivergent (ADHD, Aspie, Autism, etc)""}, {""id"": ""16"", ""text"": ""No hacking.""}, {""id"": ""17"", ""text"": ""No pornography.""}, {""id"": ""18"", ""text"": ""No impersonation accounts unless linked to an actual person visible to site admin.""}]",,,True,True
ohai.social,"[{""id"": ""1"", ""text"": ""We do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups."", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""We do not tolerate threatening behavior, stalking, doxxing, or harassment (including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted)."", ""hint"": """", ""translations"": {}}, {""id"": ""11"", ""text"": ""We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism."", ""hint"": """", ""translations"": {}}, {""id"": ""12"", ""text"": ""We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior."", ""hint"": """", ""translations"": {}}, {""id"": ""15"", ""text"": ""All explicit (NSFW) content must be marked as sensitive and have a content warning. Explicit content must not be used in user avatars or header images."", ""hint"": """", ""translations"": {}}, {""id"": ""16"", ""text"": ""Content that is illegal in Germany will be deleted and may lead to immediate account suspension."", ""hint"": """", ""translations"": {}}]","[{""id"": ""1"", ""text"": ""We do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups."", ""hint"": """", ""translations"": {}}, {""id"": ""8"", ""text"": ""We do not tolerate threatening behavior, stalking, doxxing, or harassment (including brigading, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted)."", ""hint"": """", ""translations"": {}}, {""id"": ""11"", ""text"": ""We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism."", ""hint"": """", ""translations"": {}}, {""id"": ""12"", ""text"": ""We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior."", ""hint"": """", ""translations"": {}}, {""id"": ""15"", ""text"": ""All explicit (NSFW) content must be marked as sensitive and have a content warning. Explicit content must not be used in user avatars or header images."", ""hint"": """", ""translations"": {}}, {""id"": ""16"", ""text"": ""Content that is illegal in Germany will be deleted and may lead to immediate account suspension."", ""hint"": """", ""translations"": {}}]",,False,True
vis.social,"[{""id"": ""1"", ""text"": ""A social space for anyone in SciArt, SciComm, data, visualization, creative coding, and related arts and research. Share your work, discuss, critique, and ask for help! ""}, {""id"": ""2"", ""text"": ""English is the common language of the instance. Other languages are welcome, but please be kind and post English translations so that we can all read your posts.""}, {""id"": ""4"", ""text"": ""INCLUSION :  We want everyone to feel welcome, safe, and respected. This is a free service. Please be welcoming and kind to everyone, especially when you have a difference of opinion. Then, be  *extra* kind. :-)""}, {""id"": ""6"", ""text"": ""NFTs: We know many people involved in computational art sell NFTs. However, on vis.social we’ve made the decision that we don’t want to be involved in NFTs. So we’d love to see your art, but we ask that you don’t post your NFTs here.""}]",,,True,True
kind.social,"[{""id"": ""2"", ""text"": ""Don't be an asshole, and don't post anything illegal. Those concepts guide most other rules & moderation.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, discrimination, ableism, harassment, disinfo, conspiracists, trolls, etc. Please, also report this whenever seen.""}, {""id"": ""4"", ""text"": ""Content Warnings & Sensitive Media labels are required for depictions of nudity, bloodshed, or extreme harm (NSFW.)\r\nCWs, Alt Text, & PascalCase hashtags are encouraged to improve everyone's experiences, especially disabled users. However, policing or bullying people to use them is unacceptable.""}, {""id"": ""6"", ""text"": ""No big corporate advertising, spam, or accounts.\r\nNo crypto advertising, spam, or accounts.\r\nNo \""AI\"" advertising, spam, or accounts.\r\nHowever, small businesses & independent creators, along with their self-promotion, are welcomed and encouraged.""}, {""id"": ""8"", ""text"": ""Automated & Bot accounts must be labeled as such. If the account will be regularly posting more than 3 times a day, posts should be set as Unlisted by default to prevent clogging up the Local timeline.""}, {""id"": ""9"", ""text"": ""Check out the admin's Pinned Posts for user info like: how to migrate servers, app suggestions, Mastodon norms, & more. The admin's profile can be found at https://kind.social/@Texan_Reverend\r\nIf you have questions or want help configuring your account & app, Texan_Reverend is only an @ away.""}]",,"[{""id"": ""2"", ""text"": ""Don't be an asshole, and don't post anything illegal. Those concepts guide most other rules & moderation.""}, {""id"": ""3"", ""text"": ""No racism, sexism, homophobia, transphobia, discrimination, ableism, harassment, disinfo, conspiracists, trolls, etc. Please, also report this whenever seen.""}, {""id"": ""4"", ""text"": ""Content Warnings & Sensitive Media labels are required for depictions of nudity, bloodshed, or extreme harm (NSFW.)\r\nCWs, Alt Text, & PascalCase hashtags are encouraged to improve everyone's experiences, especially disabled users. However, policing or bullying people to use them is unacceptable.""}, {""id"": ""6"", ""text"": ""No big corporate advertising, spam, or accounts.\r\nNo crypto advertising, spam, or accounts.\r\nNo \""AI\"" advertising, spam, or accounts.\r\nHowever, small businesses & independent creators, along with their self-promotion, are welcomed and encouraged.""}, {""id"": ""8"", ""text"": ""Automated & Bot accounts must be labeled as such. If the account will be regularly posting more than 3 times a day, posts should be set as Unlisted by default to prevent clogging up the Local timeline.""}, {""id"": ""9"", ""text"": ""Check out the admin's Pinned Posts for user info like: how to migrate servers, app suggestions, Mastodon norms, & more. The admin's profile can be found at https://kind.social/@Texan_Reverend\r\nIf you have questions or want help configuring your account & app, Texan_Reverend is only an @ away.""}]",True,True
