,Instance Id,Instance Name,Is Dead,User Count,instance_group,rule count
82,6691f7982872ffbecf896dfe,mastodon.lynxize.dev,FALSE,2,1 to 5,0
83,64f2cb19e530579625287f0a,social.cartoon-aa.xyz,FALSE,12,6 to 15,0
84,63b4b2212a93f9713a074574,afnsocial.co,FALSE,1,1 to 5,0
85,661cccf137e53912ab909405,catpost.ing,FALSE,1,1 to 5,1
86,58ea924adcd4660abedbf041,mastodon.hk,FALSE,1013,501 to 1500,5
87,637b2cdcd94dca7f11e7a9c2,hungryhacker.com,FALSE,1,1 to 5,0
88,637b2762ad72ace2dcf17c91,mastodon.ocert.at,FALSE,4,1 to 5,0
89,637b26d2ad72ace2dcf17a88,mast.keyd.ru,FALSE,3,1 to 5,1
90,637b3692d94dca7f11e7d103,verse.belltower.it,FALSE,1,1 to 5,18
91,637b42dcd865da863648f818,ansiktsburk.se,FALSE,4,1 to 5,2
92,637b2dffd94dca7f11e7ae2a,mastodon.airi.tv,FALSE,2,1 to 5,4
93,665b9085736d72eb1ee81d01,fishsci.com,FALSE,20,16 to 50,9
94,637b2e1cd94dca7f11e7ae8f,middleearth.social,FALSE,8,6 to 15,8
95,637b35e3d94dca7f11e7ce40,mastodon.li7g.com,FALSE,3,1 to 5,6
96,637b2fd5d94dca7f11e7b5aa,mastodon.vanlife.is,FALSE,60,51 to 150,7
